,hash,x,y,culture_100m,culture_250m,culture_500m,culture_750m,culture_1km
1237,120132332223130,55.9890689482136,38.12805175781227,0,0,0,0,0
1238,120132332223132,55.98291028356443,38.12805175781227,0,0,0,0,0
1239,120132332223203,55.97058999889708,38.07312011718728,0,0,0,0,0
1240,120132332223221,55.96442837870288,38.07312011718728,0,0,0,0,0
1241,120132332223222,55.958265773150984,38.06213378906229,0,0,0,0,0
1242,120132332223223,55.958265773150984,38.07312011718728,0,0,0,0,0
1243,120132332223230,55.96442837870288,38.08410644531229,0,0,0,0,0
1244,120132332223300,55.9767506338216,38.10607910156229,0,0,0,0,0
1245,120132332223301,55.9767506338216,38.11706542968729,0,0,0,0,0
1246,120132332232323,55.958265773150984,38.20495605468727,0,0,0,0,0
1247,120132332233232,55.958265773150984,38.25988769531228,0,0,0,0,0
1248,120132332301012,56.142715667151535,38.43566894531229,0,0,0,0,0
1249,120132332301021,56.13658160114101,38.42468261718727,0,0,0,0,0
1250,120132332301030,56.13658160114101,38.43566894531229,0,0,0,0,0
1251,120132332301032,56.13044655224779,38.43566894531229,0,0,0,0,0
1252,120132332301100,56.14884875036816,38.45764160156227,0,0,0,0,0
1253,120132332301102,56.142715667151535,38.45764160156227,0,0,0,0,0
1254,120132332301202,56.118173505458,38.41369628906228,0,0,0,0,0
1255,120132332301203,56.118173505458,38.42468261718727,0,0,0,0,0
1256,120132332301210,56.124310520383034,38.43566894531229,0,0,0,0,0
1257,120132332301220,56.11203550738394,38.41369628906228,0,0,0,0,0
1258,120132332302111,56.09975656143395,38.40270996093729,0,0,0,0,0
1259,120132332310220,56.11203550738394,38.50158691406227,0,0,0,0,0
1260,120132332312032,56.08133076667443,38.52355957031228,0,0,0,0,0
1261,120132332320320,56.01369375763567,38.36975097656228,0,0,0,0,0
1262,120132332320321,56.01369375763567,38.38073730468729,0,0,0,0,0
1263,120132332320322,56.00753903248008,38.36975097656228,0,0,0,0,0
1264,120132332320323,56.00753903248008,38.38073730468729,0,0,0,0,0
1265,120132332320332,56.00753903248008,38.39172363281228,0,0,0,0,0
1266,120132332321112,56.04445261538373,38.47961425781227,0,0,0,0,0
1267,120132332322013,55.99522662785719,38.35876464843729,0,0,0,0,0
1268,120132332322100,56.00138332258332,38.36975097656228,0,0,0,0,0
1269,120132332322101,56.00138332258332,38.38073730468729,0,0,0,0,0
1270,120132332322102,55.99522662785719,38.36975097656228,0,0,0,0,0
1271,120132332322103,55.99522662785719,38.38073730468729,0,0,0,0,0
1272,120132332332013,55.99522662785719,38.53454589843727,0,0,0,0,0
1273,120132332332102,55.99522662785719,38.54553222656228,0,0,0,0,0
1274,120310010012203,55.87188578367384,35.34851074218729,0,0,0,0,0
1275,120310010013113,55.896585503626554,35.50231933593729,0,0,0,0,0
1276,120310010110211,55.92743796194925,35.72204589843729,0,0,0,0,0
1277,120310010110300,55.92743796194925,35.73303222656228,0,0,0,0,0
1278,120310010111332,55.90892944531219,35.84289550781228,0,0,0,0,0
1279,120310010113333,55.85953000400579,35.85388183593729,0,0,0,0,0
1280,120310010122003,55.797691880774344,35.52429199218727,0,0,0,0,0
1281,120310010132232,55.760541601795325,35.71105957031227,0,0,0,0,0
1282,120310010133012,55.797691880774344,35.79895019531229,0,0,0,0,0
1283,120310010300322,55.71095255161478,35.55725097656227,0,0,0,0,0
1284,120310010322101,55.60536561552858,35.56823730468728,0,0,0,0,0
1285,120310010331322,55.61158453088292,35.82092285156227,0,0,0,0,0
1286,120310010333021,55.59292481351315,35.78796386718727,0,0,0,0,0
1287,120310010333100,55.60536561552858,35.82092285156227,0,0,0,0,0
1288,120310011000300,55.92743796194925,35.90881347656229,0,0,0,0,0
1289,120310011000302,55.921269442405475,35.90881347656229,0,0,0,0,0
1290,120310011000320,55.915099936889035,35.90881347656229,0,0,0,0,0
1291,120310011002203,55.87188578367384,35.87585449218728,0,0,0,0,0
1292,120310011002220,55.86570838722038,35.86486816406228,0,0,0,0,0
1293,120310011002221,55.86570838722038,35.87585449218728,0,0,0,0,0
1294,120310011003131,55.89041205334245,36.02966308593728,0,0,0,0,0
1295,120310011023230,55.76673578505992,35.97473144531228,0,0,0,0,0
1296,120310011023232,55.760541601795325,35.97473144531228,0,0,0,0,0
1297,120310011030130,55.84098893292092,36.10656738281228,0,0,0,0,0
1298,120310011032103,55.797691880774344,36.09558105468729,0,0,0,0,0
1299,120310011032121,55.79150263742251,36.09558105468729,0,0,0,0,0
1300,120310011103021,55.89041205334245,36.31530761718729,0,0,0,0,0
1301,120310011103023,55.88423761664735,36.31530761718729,0,0,0,0,0
1302,120310011110100,55.95210218215347,36.43615722656227,0,0,0,0,0
1303,120310011110322,55.90892944531219,36.43615722656227,0,0,0,0,0
1304,120310011110323,55.90892944531219,36.44714355468729,0,0,0,0,0
1305,120310011112113,55.896585503626554,36.46911621093729,0,0,0,0,0
1306,120310011112120,55.89041205334245,36.43615722656227,0,0,0,0,0
1307,120310011122303,55.77292898016796,36.27136230468728,0,0,0,0,0
1308,120310011131011,55.853350633942625,36.51306152343728,0,0,0,0,0
1309,120310011131013,55.847170276943466,36.51306152343728,0,0,0,0,0
1310,120310011211322,55.71095255161478,36.17248535156229,0,0,0,0,0
1311,120310011211332,55.71095255161478,36.19445800781228,0,0,0,0,0
1312,120310011211333,55.71095255161478,36.20544433593729,0,0,0,0,0
1313,120310011213012,55.69854540142491,36.15051269531229,0,0,0,0,0
1314,120310011213013,55.69854540142491,36.16149902343727,0,0,0,0,0
1315,120310011213101,55.70474947103216,36.18347167968728,0,0,0,0,0
1316,120310011213103,55.69854540142491,36.18347167968728,0,0,0,0,0
1317,120310011213110,55.70474947103216,36.19445800781228,0,0,0,0,0
1318,120310011213111,55.70474947103216,36.20544433593729,0,0,0,0,0
1319,120310011213120,55.692340342706416,36.17248535156229,0,0,0,0,0
1320,120310011213130,55.692340342706416,36.19445800781228,0,0,0,0,0
1321,120310011213131,55.692340342706416,36.20544433593729,0,0,0,0,0
1322,120310011221111,55.65508921421172,36.02966308593728,0,0,0,0,0
1323,120310011222023,55.586702926679884,35.87585449218728,0,0,0,0,0
1324,120310011222032,55.586702926679884,35.88684082031228,0,0,0,0,0
1325,120310011223302,55.57425618093194,35.99670410156228,0,0,0,0,0
1326,120310011230000,55.65508921421172,36.04064941406227,0,0,0,0,0
1327,120310011300222,55.71095255161478,36.21643066406228,0,0,0,0,0
1328,120310011301302,55.72335574605282,36.34826660156228,0,0,0,0,0
1329,120310011302203,55.67371923101753,36.22741699218727,0,0,0,0,0
1330,120310011302323,55.6613002094152,36.27136230468728,0,0,0,0,0
1331,120310011313302,55.67371923101753,36.52404785156227,0,0,0,0,0
1332,120310011313320,55.66751021498833,36.52404785156227,0,0,0,0,0
1333,120310011313322,55.6613002094152,36.52404785156227,0,0,0,0,0
1334,120310011320100,55.65508921421172,36.26037597656229,0,0,0,0,0
1335,120310011320231,55.61780245591656,36.24938964843727,0,0,0,0,0
1336,120310011320310,55.63023533536645,36.28234863281229,0,0,0,0,0
1337,120310011320321,55.61780245591656,36.27136230468728,0,0,0,0,0
1338,120310011321002,55.64887722929145,36.30432128906227,0,0,0,0,0
1339,120310011321021,55.64266425456805,36.31530761718729,0,0,0,0,0
1340,120310011321022,55.63645028995515,36.30432128906227,0,0,0,0,0
1341,120310011321023,55.63645028995515,36.31530761718729,0,0,0,0,0
1342,120310011321031,55.64266425456805,36.33728027343729,0,0,0,0,0
1343,120310011321032,55.63645028995515,36.32629394531228,0,0,0,0,0
1344,120310011321033,55.63645028995515,36.33728027343729,0,0,0,0,0
1345,120310011321211,55.63023533536645,36.33728027343729,0,0,0,0,0
1346,120310011323333,55.56180547183554,36.38122558593727,0,0,0,0,0
1347,120310011330232,55.61158453088292,36.41418457031227,0,0,0,0,0
1348,120310011330300,55.63023533536645,36.43615722656227,0,0,0,0,0
1349,120310011331203,55.62401939071567,36.49108886718727,0,0,0,0,0
1350,120310011331212,55.62401939071567,36.50207519531229,0,0,0,0,0
1351,120310011331213,55.62401939071567,36.51306152343728,0,0,0,0,0
1352,120310011331221,55.61780245591656,36.49108886718727,0,0,0,0,0
1353,120310011331230,55.61780245591656,36.50207519531229,0,0,0,0,0
1354,120310011331311,55.63023533536645,36.55700683593729,0,0,0,0,0
1355,120310011332110,55.60536561552858,36.45812988281227,0,0,0,0,0
1356,120310011332111,55.60536561552858,36.46911621093729,0,0,0,0,0
1357,120310011332112,55.59914570976734,36.45812988281227,0,0,0,0,0
1358,120310011332113,55.59914570976734,36.46911621093729,0,0,0,0,0
1359,120310011332300,55.58048004918148,36.43615722656227,0,0,0,0,0
1360,120310011332301,55.58048004918148,36.44714355468729,0,0,0,0,0
1361,120310011333000,55.60536561552858,36.48010253906228,0,0,0,0,0
1362,120310011333001,55.60536561552858,36.49108886718727,0,0,0,0,0
1363,120310011333002,55.59914570976734,36.48010253906228,0,0,0,0,0
1364,120310011333003,55.59914570976734,36.49108886718727,0,0,0,0,0
1365,120310011333031,55.59292481351315,36.51306152343728,0,0,0,0,0
1366,120310011333113,55.59914570976734,36.55700683593729,0,0,0,0,0
1367,120310011333200,55.58048004918148,36.48010253906228,0,0,0,0,0
1368,120310011333201,55.58048004918148,36.49108886718727,0,0,0,0,0
1369,120310011333203,55.57425618093194,36.49108886718727,0,0,0,0,0
1370,120310011333213,55.57425618093194,36.51306152343728,0,0,0,0,0
1371,120310011333231,55.56803132184528,36.51306152343728,0,0,0,0,0
1372,120310012010033,55.536892160847785,35.37048339843729,0,0,0,0,0
1373,120310012010211,55.53066135493444,35.37048339843729,0,0,0,0,0
1374,120310012010300,55.53066135493444,35.38146972656229,0,0,0,0,0
1375,120310012010301,55.53066135493444,35.39245605468727,0,0,0,0,0
1376,120310012010310,55.53066135493444,35.40344238281229,0,0,0,0,0
1377,120310012031302,55.42458589452027,35.46936035156227,0,0,0,0,0
1378,120310012100313,55.524429557582984,35.59020996093728,0,0,0,0,0
1379,120310012101022,55.536892160847785,35.60119628906228,0,0,0,0,0
1380,120310012101023,55.536892160847785,35.61218261718729,0,0,0,0,0
1381,120310012101200,55.53066135493444,35.60119628906228,0,0,0,0,0
1382,120310012101201,55.53066135493444,35.61218261718729,0,0,0,0,0
1383,120310012101202,55.524429557582984,35.60119628906228,0,0,0,0,0
1384,120310012101203,55.524429557582984,35.61218261718729,0,0,0,0,0
1385,120310012101210,55.53066135493444,35.62316894531228,0,0,0,0,0
1386,120310012103011,55.50572821604268,35.63415527343727,0,0,0,0,0
1387,120310012103013,55.49949245208174,35.63415527343727,0,0,0,0,0
1388,120310012110313,55.524429557582984,35.76599121093727,0,0,0,0,0
1389,120310012111013,55.54935079870315,35.80993652343728,0,0,0,0,0
1390,120310012111323,55.51196298822276,35.83190917968729,0,0,0,0,0
1391,120310012112110,55.50572821604268,35.75500488281228,0,0,0,0,0
1392,120310012120001,55.45581432730555,35.52429199218727,0,0,0,0,0
1393,120310012120002,55.44957062601914,35.51330566406228,0,0,0,0,0
1394,120310012210013,55.349536360705294,35.37048339843729,0,0,0,0,0
1395,120310012301201,55.33075161998691,35.61218261718729,0,0,0,0,0
1396,120310012301210,55.33075161998691,35.62316894531228,0,0,0,0,0
1397,120310012311013,55.349536360705294,35.80993652343728,0,0,0,0,0
1398,120310012311102,55.349536360705294,35.82092285156227,0,0,0,0,0
1399,120310013000311,55.53066135493444,35.94177246093729,0,0,0,0,0
1400,120310013000322,55.51196298822276,35.90881347656229,0,0,0,0,0
1401,120310013001200,55.53066135493444,35.95275878906228,0,0,0,0,0
1402,120310013001203,55.524429557582984,35.96374511718729,0,0,0,0,0
1403,120310013001210,55.53066135493444,35.97473144531228,0,0,0,0,0
1404,120310013001212,55.524429557582984,35.97473144531228,0,0,0,0,0
1405,120310013001323,55.51196298822276,36.00769042968727,0,0,0,0,0
1406,120310013001330,55.51819676870765,36.01867675781229,0,0,0,0,0
1407,120310013001332,55.51196298822276,36.01867675781229,0,0,0,0,0
1408,120310013003100,55.50572821604268,35.99670410156228,0,0,0,0,0
1409,120310013003101,55.50572821604268,36.00769042968727,0,0,0,0,0
1410,120310013003110,55.50572821604268,36.01867675781229,0,0,0,0,0
1411,120310013003111,55.50572821604268,36.02966308593728,0,0,0,0,0
1412,120310013003112,55.49949245208174,36.01867675781229,0,0,0,0,0
1413,120310013003113,55.49949245208174,36.02966308593728,0,0,0,0,0
1414,120310013003120,55.49325569625436,35.99670410156228,0,0,0,0,0
1415,120310013003131,55.49325569625436,36.02966308593728,0,0,0,0,0
1416,120310013003133,55.487017948474985,36.02966308593728,0,0,0,0,0
1417,120310013003320,55.46829875256965,35.99670410156228,0,0,0,0,0
1418,120310013003321,55.46829875256965,36.00769042968727,0,0,0,0,0
1419,120310013010222,55.51196298822276,36.04064941406227,0,0,0,0,0
1420,120310013010332,55.51196298822276,36.10656738281228,0,0,0,0,0
1421,120310013011311,55.53066135493444,36.20544433593729,0,0,0,0,0
1422,120310013012000,55.50572821604268,36.04064941406227,0,0,0,0,0
1423,120310013012001,55.50572821604268,36.05163574218728,0,0,0,0,0
1424,120310013012002,55.49949245208174,36.04064941406227,0,0,0,0,0
1425,120310013012003,55.49949245208174,36.05163574218728,0,0,0,0,0
1426,120310013012010,55.50572821604268,36.06262207031227,0,0,0,0,0
1427,120310013012012,55.49949245208174,36.06262207031227,0,0,0,0,0
1428,120310013012020,55.49325569625436,36.04064941406227,0,0,0,0,0
1429,120310013012030,55.49325569625436,36.06262207031227,0,0,0,0,0
1430,120310013012222,55.46205703612727,36.04064941406227,0,0,0,0,0
1431,120310013013033,55.487017948474985,36.16149902343727,0,0,0,0,0
1432,120310013022213,55.37456876730678,35.89782714843728,0,0,0,0,0
1433,120310013022231,55.36831215622584,35.89782714843728,0,0,0,0,0
1434,120310013022302,55.37456876730678,35.90881347656229,0,0,0,0,0
1435,120310013023122,55.3870790088392,35.99670410156228,0,0,0,0,0
1436,120310013030022,55.4370802457109,36.04064941406227,0,0,0,0,0
1437,120310013030221,55.41833722963099,36.05163574218728,0,0,0,0,0
1438,120310013030232,55.41208757176551,36.06262207031227,0,0,0,0,0
1439,120310013033203,55.37456876730678,36.13952636718728,0,0,0,0,0
1440,120310013033333,55.36205455148851,36.20544433593729,0,0,0,0,0
1441,120310013101101,55.5555786308168,36.35925292968727,0,0,0,0,0
1442,120310013101110,55.5555786308168,36.37023925781229,0,0,0,0,0
1443,120310013101113,55.54935079870315,36.38122558593727,0,0,0,0,0
1444,120310013101131,55.54312197540876,36.38122558593727,0,0,0,0,0
1445,120310013103303,55.474539476718114,36.35925292968727,0,0,0,0,0
1446,120310013103321,55.46829875256965,36.35925292968727,0,0,0,0,0
1447,120310013110020,55.54312197540876,36.39221191406229,0,0,0,0,0
1448,120310013111130,55.54312197540876,36.54602050781227,0,0,0,0,0
1449,120310013112032,55.487017948474985,36.41418457031227,0,0,0,0,0
1450,120310013113033,55.487017948474985,36.51306152343728,0,0,0,0,0
1451,120310013121300,55.43083356651851,36.34826660156228,0,0,0,0,0
1452,120310013131100,55.45581432730555,36.52404785156227,0,0,0,0,0
1453,120310013132203,55.37456876730678,36.40319824218728,0,0,0,0,0
1454,120310013132313,55.37456876730678,36.46911621093729,0,0,0,0,0
1455,120310013133202,55.37456876730678,36.48010253906228,0,0,0,0,0
1456,120310013133221,55.36831215622584,36.49108886718727,0,0,0,0,0
1457,120310013133223,55.36205455148851,36.49108886718727,0,0,0,0,0
1458,120310013133310,55.38082438481625,36.54602050781227,0,0,0,0,0
1459,120310013133321,55.36831215622584,36.53503417968729,0,0,0,0,0
1460,120310013203221,55.26807118403025,35.96374511718729,0,0,0,0,0
1461,120310013211033,55.337014194278524,36.16149902343727,0,0,0,0,0
1462,120310013211102,55.349536360705294,36.17248535156229,0,0,0,0,0
1463,120310013211103,55.349536360705294,36.18347167968728,0,0,0,0,0
1464,120310013211111,55.355795953009945,36.20544433593729,0,0,0,0,0
1465,120310013211113,55.349536360705294,36.20544433593729,0,0,0,0,0
1466,120310013211120,55.34327577448974,36.17248535156229,0,0,0,0,0
1467,120310013211121,55.34327577448974,36.18347167968728,0,0,0,0,0
1468,120310013211130,55.34327577448974,36.19445800781228,0,0,0,0,0
1469,120310013211131,55.34327577448974,36.20544433593729,0,0,0,0,0
1470,120310013211132,55.337014194278524,36.19445800781228,0,0,0,0,0
1471,120310013212101,55.30569138032287,36.09558105468729,0,0,0,0,0
1472,120310013212103,55.29942383435933,36.09558105468729,0,0,0,0,0
1473,120310013231122,55.23669365844505,36.17248535156229,0,0,0,0,0
1474,120310013300230,55.318223488823705,36.23840332031229,0,0,0,0,0
1475,120310013300231,55.318223488823705,36.24938964843727,0,0,0,0,0
1476,120310013303211,55.28061522860203,36.33728027343729,0,0,0,0,0
1477,120310013303213,55.27434370377911,36.33728027343729,0,0,0,0,0
1478,120310013310001,55.355795953009945,36.40319824218728,0,0,0,0,0
1479,120310013310010,55.355795953009945,36.41418457031227,0,0,0,0,0
1480,120310013310031,55.34327577448974,36.42517089843728,0,0,0,0,0
1481,120310013311210,55.33075161998691,36.50207519531229,0,0,0,0,0
1482,120310100001103,55.9459376056224,36.71081542968727,0,0,0,0,0
1483,120310100001121,55.939772043469915,36.71081542968727,0,0,0,0,0
1484,120310100001122,55.933605495608134,36.69982910156228,0,0,0,0,0
1485,120310100003031,55.89041205334245,36.68884277343729,0,0,0,0,0
1486,120310100003102,55.896585503626554,36.69982910156228,0,0,0,0,0
1487,120310100003120,55.89041205334245,36.69982910156228,0,0,0,0,0
1488,120310100003121,55.89041205334245,36.71081542968727,0,0,0,0,0
1489,120310100010003,55.9459376056224,36.75476074218727,0,0,0,0,0
1490,120310100010121,55.939772043469915,36.79870605468729,0,0,0,0,0
1491,120310100010231,55.915099936889035,36.77673339843728,0,0,0,0,0
1492,120310100010321,55.915099936889035,36.79870605468729,0,0,0,0,0
1493,120310100010333,55.90892944531219,36.82067871093729,0,0,0,0,0
1494,120310100011203,55.921269442405475,36.84265136718727,0,0,0,0,0
1495,120310100011212,55.921269442405475,36.85363769531229,0,0,0,0,0
1496,120310100011213,55.921269442405475,36.86462402343728,0,0,0,0,0
1497,120310100011220,55.915099936889035,36.83166503906229,0,0,0,0,0
1498,120310100011222,55.90892944531219,36.83166503906229,0,0,0,0,0
1499,120310100011230,55.915099936889035,36.85363769531229,0,0,0,0,0
1500,120310100011231,55.915099936889035,36.86462402343728,0,0,0,0,0
1501,120310100011232,55.90892944531219,36.85363769531229,0,0,0,0,0
1502,120310100011233,55.90892944531219,36.86462402343728,0,0,0,0,0
1503,120310100011302,55.921269442405475,36.87561035156229,0,0,0,0,0
1504,120310100011310,55.92743796194925,36.89758300781227,0,0,0,0,0
1505,120310100011320,55.915099936889035,36.87561035156229,0,0,0,0,0
1506,120310100011321,55.915099936889035,36.88659667968728,0,0,0,0,0
1507,120310100011322,55.90892944531219,36.87561035156229,0,0,0,0,0
1508,120310100011323,55.90892944531219,36.88659667968728,0,0,0,0,0
1509,120310100012110,55.90275796758725,36.80969238281228,0,0,0,0,0
1510,120310100012212,55.87188578367384,36.76574707031229,0,0,0,0,0
1511,120310100012230,55.86570838722038,36.76574707031229,0,0,0,0,0
1512,120310100012321,55.86570838722038,36.79870605468729,0,0,0,0,0
1513,120310100013010,55.90275796758725,36.85363769531229,0,0,0,0,0
1514,120310100013011,55.90275796758725,36.86462402343728,0,0,0,0,0
1515,120310100013033,55.88423761664735,36.86462402343728,0,0,0,0,0
1516,120310100013101,55.90275796758725,36.88659667968728,0,0,0,0,0
1517,120310100013120,55.89041205334245,36.87561035156229,0,0,0,0,0
1518,120310100013123,55.88423761664735,36.88659667968728,0,0,0,0,0
1519,120310100013200,55.87806219345366,36.83166503906229,0,0,0,0,0
1520,120310100013201,55.87806219345366,36.84265136718727,0,0,0,0,0
1521,120310100013203,55.87188578367384,36.84265136718727,0,0,0,0,0
1522,120310100033012,55.797691880774344,36.85363769531229,0,0,0,0,0
1523,120310100033021,55.79150263742251,36.84265136718727,0,0,0,0,0
1524,120310100033232,55.760541601795325,36.85363769531229,0,0,0,0,0
1525,120310100100213,55.921269442405475,36.95251464843729,0,0,0,0,0
1526,120310100100222,55.90892944531219,36.91955566406227,0,0,0,0,0
1527,120310100100223,55.90892944531219,36.93054199218729,0,0,0,0,0
1528,120310100100300,55.92743796194925,36.96350097656228,0,0,0,0,0
1529,120310100100302,55.921269442405475,36.96350097656228,0,0,0,0,0
1530,120310100102012,55.896585503626554,36.94152832031228,0,0,0,0,0
1531,120310100102122,55.88423761664735,36.96350097656228,0,0,0,0,0
1532,120310100102212,55.87188578367384,36.94152832031228,0,0,0,0,0
1533,120310100102213,55.87188578367384,36.95251464843729,0,0,0,0,0
1534,120310100103030,55.89041205334245,37.02941894531227,0,0,0,0,0
1535,120310100103031,55.89041205334245,37.04040527343728,0,0,0,0,0
1536,120310100103032,55.88423761664735,37.02941894531227,0,0,0,0,0
1537,120310100103033,55.88423761664735,37.04040527343728,0,0,0,0,0
1538,120310100103210,55.87806219345366,37.02941894531227,0,0,0,0,0
1539,120310100103230,55.86570838722038,37.02941894531227,0,0,0,0,0
1540,120310100103231,55.86570838722038,37.04040527343728,0,0,0,0,0
1541,120310100103233,55.85953000400579,37.04040527343728,0,0,0,0,0
1542,120310100103320,55.86570838722038,37.05139160156227,0,0,0,0,0
1543,120310100103322,55.85953000400579,37.05139160156227,0,0,0,0,0
1544,120310100110002,55.9459376056224,37.09533691406229,0,0,0,0,0
1545,120310100111000,55.95210218215347,37.18322753906228,0,0,0,0,0
1546,120310100111002,55.9459376056224,37.18322753906228,0,0,0,0,0
1547,120310100111003,55.9459376056224,37.19421386718727,0,0,0,0,0
1548,120310100111020,55.939772043469915,37.18322753906228,0,0,0,0,0
1549,120310100111022,55.933605495608134,37.18322753906228,0,0,0,0,0
1550,120310100111023,55.933605495608134,37.19421386718727,0,0,0,0,0
1551,120310100111101,55.95210218215347,37.23815917968727,0,0,0,0,0
1552,120310100111110,55.95210218215347,37.24914550781229,0,0,0,0,0
1553,120310100111111,55.95210218215347,37.26013183593728,0,0,0,0,0
1554,120310100111113,55.9459376056224,37.26013183593728,0,0,0,0,0
1555,120310100111131,55.939772043469915,37.26013183593728,0,0,0,0,0
1556,120310100111133,55.933605495608134,37.26013183593728,0,0,0,0,0
1557,120310100111201,55.92743796194925,37.19421386718727,0,0,0,0,0
1558,120310100111210,55.92743796194925,37.20520019531229,0,0,0,0,0
1559,120310100111231,55.915099936889035,37.21618652343727,0,0,0,0,0
1560,120310100111301,55.92743796194925,37.23815917968727,0,0,0,0,0
1561,120310100111332,55.90892944531219,37.24914550781229,0,0,0,0,0
1562,120310100111333,55.90892944531219,37.26013183593728,0,0,0,0,0
1563,120310100112130,55.89041205334245,37.16125488281227,0,0,0,0,0
1564,120310100112131,55.89041205334245,37.17224121093729,0,0,0,0,0
1565,120310100112133,55.88423761664735,37.17224121093729,0,0,0,0,0
1566,120310100112203,55.87188578367384,37.10632324218728,0,0,0,0,0
1567,120310100112210,55.87806219345366,37.11730957031229,0,0,0,0,0
1568,120310100112211,55.87806219345366,37.12829589843729,0,0,0,0,0
1569,120310100112212,55.87188578367384,37.11730957031229,0,0,0,0,0
1570,120310100112213,55.87188578367384,37.12829589843729,0,0,0,0,0
1571,120310100112221,55.86570838722038,37.10632324218728,0,0,0,0,0
1572,120310100112223,55.85953000400579,37.10632324218728,0,0,0,0,0
1573,120310100112230,55.86570838722038,37.11730957031229,0,0,0,0,0
1574,120310100112231,55.86570838722038,37.12829589843729,0,0,0,0,0
1575,120310100112232,55.85953000400579,37.11730957031229,0,0,0,0,0
1576,120310100112233,55.85953000400579,37.12829589843729,0,0,0,0,0
1577,120310100113020,55.89041205334245,37.18322753906228,0,0,0,0,0
1578,120310100113111,55.90275796758725,37.26013183593728,0,0,0,0,0
1579,120310100113131,55.89041205334245,37.26013183593728,0,0,0,0,0
1580,120310100113133,55.88423761664735,37.26013183593728,0,0,0,0,0
1581,120310100113220,55.86570838722038,37.18322753906228,0,0,0,0,0
1582,120310100113222,55.85953000400579,37.18322753906228,0,0,0,0,0
1583,120310100113311,55.87806219345366,37.26013183593728,0,0,0,0,0
1584,120310100113313,55.87188578367384,37.26013183593728,0,0,0,0,0
1585,120310100113322,55.85953000400579,37.22717285156229,0,0,0,0,0
1586,120310100120010,55.853350633942625,36.94152832031228,0,0,0,0,0
1587,120310100120013,55.847170276943466,36.95251464843729,0,0,0,0,0
1588,120310100120120,55.84098893292092,36.96350097656228,0,0,0,0,0
1589,120310100120313,55.82243897783958,36.99645996093727,0,0,0,0,0
1590,120310100120323,55.81006740440107,36.97448730468727,0,0,0,0,0
1591,120310100121011,55.853350633942625,37.04040527343728,0,0,0,0,0
1592,120310100121013,55.847170276943466,37.04040527343728,0,0,0,0,0
1593,120310100121100,55.853350633942625,37.05139160156227,0,0,0,0,0
1594,120310100121130,55.84098893292092,37.07336425781228,0,0,0,0,0
1595,120310100121222,55.81006740440107,37.00744628906227,0,0,0,0,0
1596,120310100121313,55.82243897783958,37.08435058593727,0,0,0,0,0
1597,120310100121322,55.81006740440107,37.05139160156227,0,0,0,0,0
1598,120310100121330,55.81625368485024,37.07336425781228,0,0,0,0,0
1599,120310100121331,55.81625368485024,37.08435058593727,0,0,0,0,0
1600,120310100121332,55.81006740440107,37.07336425781228,0,0,0,0,0
1601,120310100121333,55.81006740440107,37.08435058593727,0,0,0,0,0
1602,120310100122110,55.803880136404814,36.98547363281229,0,0,0,0,0
1603,120310100122111,55.803880136404814,36.99645996093727,0,0,0,0,0
1604,120310100122123,55.78531240626222,36.97448730468727,0,0,0,0,0
1605,120310100122130,55.79150263742251,36.98547363281229,0,0,0,0,0
1606,120310100122132,55.78531240626222,36.98547363281229,0,0,0,0,0
1607,120310100122133,55.78531240626222,36.99645996093727,0,0,0,0,0
1608,120310100122301,55.77912118720638,36.97448730468727,0,0,0,0,0
1609,120310100123002,55.797691880774344,37.00744628906227,0,0,0,0,0
1610,120310100123020,55.79150263742251,37.00744628906227,0,0,0,0,0
1611,120310100123031,55.79150263742251,37.04040527343728,0,0,0,0,0
1612,120310100130010,55.853350633942625,37.11730957031229,0,0,0,0,0
1613,120310100130011,55.853350633942625,37.12829589843729,0,0,0,0,0
1614,120310100130013,55.847170276943466,37.12829589843729,0,0,0,0,0
1615,120310100130030,55.84098893292092,37.11730957031229,0,0,0,0,0
1616,120310100130031,55.84098893292092,37.12829589843729,0,0,0,0,0
1617,120310100130033,55.83480660178764,37.12829589843729,0,0,0,0,0
1618,120310100130111,55.853350633942625,37.17224121093729,0,0,0,0,0
1619,120310100130113,55.847170276943466,37.17224121093729,0,0,0,0,0
1620,120310100130120,55.84098893292092,37.13928222656229,0,0,0,0,0
1621,120310100130121,55.84098893292092,37.15026855468729,0,0,0,0,0
1622,120310100130122,55.83480660178764,37.13928222656229,0,0,0,0,0
1623,120310100130123,55.83480660178764,37.15026855468729,0,0,0,0,0
1624,120310100130130,55.84098893292092,37.16125488281227,0,0,0,0,0
1625,120310100130131,55.84098893292092,37.17224121093729,0,0,0,0,0
1626,120310100130132,55.83480660178764,37.16125488281227,0,0,0,0,0
1627,120310100130133,55.83480660178764,37.17224121093729,0,0,0,0,0
1628,120310100130201,55.82862328345628,37.10632324218728,0,0,0,0,0
1629,120310100130202,55.82243897783958,37.09533691406229,0,0,0,0,0
1630,120310100130213,55.82243897783958,37.12829589843729,0,0,0,0,0
1631,120310100130220,55.81625368485024,37.09533691406229,0,0,0,0,0
1632,120310100130223,55.81006740440107,37.10632324218728,0,0,0,0,0
1633,120310100130231,55.81625368485024,37.12829589843729,0,0,0,0,0
1634,120310100130233,55.81006740440107,37.12829589843729,0,0,0,0,0
