,hash,x,y,food_100m,food_250m,food_500m,food_750m,food_1km
1933,120310100331032.0,55.63645028995515,37.20520019531229,0.0,0.0,0.0,0.0,0.0
1934,120310100331033.0,55.63645028995515,37.21618652343727,0.0,0.0,0.0,0.0,0.0
1935,120310100331100.0,55.65508921421172,37.22717285156229,0.0,0.0,0.0,0.0,0.0
1936,120310100331101.0,55.65508921421172,37.23815917968727,0.0,0.0,0.0,0.0,0.0
1937,120310100331110.0,55.65508921421172,37.24914550781229,0.0,0.0,0.0,0.0,0.0
1938,120310100331111.0,55.65508921421172,37.26013183593728,0.0,0.0,0.0,0.0,0.0
1939,120310100331112.0,55.64887722929145,37.24914550781229,0.0,0.0,0.0,0.0,0.0
1940,120310100331122.0,55.63645028995515,37.22717285156229,0.0,0.0,0.0,0.0,0.0
1941,120310100331133.0,55.63645028995515,37.26013183593728,0.0,0.0,0.0,0.0,0.0
1942,120310100331201.0,55.63023533536645,37.19421386718727,0.0,0.0,0.0,0.0,0.0
1943,120310100331210.0,55.63023533536645,37.20520019531229,0.0,0.0,0.0,0.0,0.0
1944,120310100331211.0,55.63023533536645,37.21618652343727,0.0,0.0,0.0,0.0,0.0
1945,120310100331212.0,55.62401939071567,37.20520019531229,0.0,0.0,0.0,0.0,0.0
1946,120310100331222.0,55.61158453088292,37.18322753906228,0.0,0.0,2.0,3.0,3.0
1947,120310100331223.0,55.61158453088292,37.19421386718727,0.0,0.0,0.0,3.0,3.0
1948,120310100331232.0,55.61158453088292,37.20520019531229,0.0,0.0,1.0,2.0,3.0
1949,120310100331233.0,55.61158453088292,37.21618652343727,0.0,2.0,2.0,2.0,2.0
1950,120310100331300.0,55.63023533536645,37.22717285156229,0.0,0.0,0.0,0.0,0.0
1951,120310100331313.0,55.62401939071567,37.26013183593728,0.0,0.0,2.0,5.0,5.0
1952,120310100331331.0,55.61780245591656,37.26013183593728,0.0,0.0,3.0,5.0,9.0
1953,120310100331332.0,55.61158453088292,37.24914550781229,0.0,0.0,1.0,1.0,5.0
1954,120310100331333.0,55.61158453088292,37.26013183593728,0.0,0.0,2.0,5.0,6.0
1955,120310100332000.0,55.60536561552858,37.09533691406229,0.0,0.0,0.0,0.0,1.0
1956,120310100332001.0,55.60536561552858,37.10632324218728,0.0,0.0,0.0,0.0,1.0
1957,120310100332003.0,55.59914570976734,37.10632324218728,0.0,0.0,1.0,4.0,4.0
1958,120310100332012.0,55.59914570976734,37.11730957031229,0.0,0.0,1.0,1.0,3.0
1959,120310100332021.0,55.59292481351315,37.10632324218728,0.0,2.0,2.0,4.0,4.0
1960,120310100332023.0,55.586702926679884,37.10632324218728,0.0,0.0,0.0,0.0,2.0
1961,120310100332030.0,55.59292481351315,37.11730957031229,0.0,0.0,1.0,1.0,3.0
1962,120310100332032.0,55.586702926679884,37.11730957031229,0.0,0.0,0.0,0.0,0.0
1963,120310100332033.0,55.586702926679884,37.12829589843729,0.0,0.0,0.0,0.0,1.0
1964,120310100332100.0,55.60536561552858,37.13928222656229,0.0,0.0,0.0,0.0,0.0
1965,120310100332110.0,55.60536561552858,37.16125488281227,0.0,0.0,0.0,2.0,4.0
1966,120310100332111.0,55.60536561552858,37.17224121093729,0.0,0.0,0.0,1.0,3.0
1967,120310100332112.0,55.59914570976734,37.16125488281227,0.0,3.0,3.0,4.0,4.0
1968,120310100332113.0,55.59914570976734,37.17224121093729,0.0,0.0,2.0,4.0,4.0
1969,120310100332201.0,55.58048004918148,37.10632324218728,0.0,0.0,0.0,0.0,0.0
1970,120310100332222.0,55.56180547183554,37.09533691406229,0.0,0.0,0.0,0.0,0.0
1971,120310100332301.0,55.58048004918148,37.15026855468729,0.0,0.0,0.0,0.0,0.0
1972,120310100332303.0,55.57425618093194,37.15026855468729,0.0,0.0,0.0,0.0,0.0
1973,120310100332310.0,55.58048004918148,37.16125488281227,0.0,0.0,0.0,0.0,0.0
1974,120310100333000.0,55.60536561552858,37.18322753906228,0.0,0.0,0.0,3.0,5.0
1975,120310100333001.0,55.60536561552858,37.19421386718727,0.0,1.0,2.0,5.0,6.0
1976,120310100333002.0,55.59914570976734,37.18322753906228,0.0,0.0,1.0,1.0,3.0
1977,120310100333003.0,55.59914570976734,37.19421386718727,0.0,0.0,3.0,3.0,4.0
1978,120310100333010.0,55.60536561552858,37.20520019531229,0.0,0.0,0.0,2.0,5.0
1979,120310100333011.0,55.60536561552858,37.21618652343727,0.0,0.0,0.0,2.0,2.0
1980,120310100333012.0,55.59914570976734,37.20520019531229,0.0,0.0,1.0,4.0,5.0
1981,120310100333022.0,55.586702926679884,37.18322753906228,0.0,0.0,0.0,0.0,0.0
1982,120310100333023.0,55.586702926679884,37.19421386718727,0.0,0.0,0.0,0.0,1.0
1983,120310100333030.0,55.59292481351315,37.20520019531229,0.0,2.0,3.0,4.0,5.0
1984,120310100333031.0,55.59292481351315,37.21618652343727,0.0,1.0,1.0,4.0,5.0
1985,120310100333033.0,55.586702926679884,37.21618652343727,0.0,0.0,0.0,1.0,4.0
1986,120310100333101.0,55.60536561552858,37.23815917968727,0.0,0.0,0.0,0.0,0.0
1987,120310100333222.0,55.56180547183554,37.18322753906228,0.0,0.0,0.0,2.0,2.0
1988,120310101000001.0,55.95210218215347,37.28210449218729,0.0,0.0,0.0,0.0,0.0
1989,120310101000003.0,55.9459376056224,37.28210449218729,0.0,0.0,0.0,0.0,0.0
1990,120310101000010.0,55.95210218215347,37.29309082031227,0.0,0.0,0.0,0.0,0.0
1991,120310101000011.0,55.95210218215347,37.30407714843729,0.0,0.0,0.0,0.0,0.0
1992,120310101000012.0,55.9459376056224,37.29309082031227,0.0,0.0,0.0,0.0,0.0
1993,120310101000013.0,55.9459376056224,37.30407714843729,0.0,0.0,0.0,0.0,0.0
1994,120310101000020.0,55.939772043469915,37.27111816406227,0.0,0.0,0.0,0.0,0.0
1995,120310101000021.0,55.939772043469915,37.28210449218729,0.0,0.0,0.0,0.0,0.0
1996,120310101000030.0,55.939772043469915,37.29309082031227,0.0,0.0,0.0,0.0,0.0
1997,120310101000031.0,55.939772043469915,37.30407714843729,0.0,0.0,0.0,0.0,0.0
1998,120310101000101.0,55.95210218215347,37.32604980468727,0.0,0.0,0.0,0.0,0.0
1999,120310101000102.0,55.9459376056224,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2000,120310101000103.0,55.9459376056224,37.32604980468727,0.0,0.0,0.0,0.0,0.0
2001,120310101000110.0,55.95210218215347,37.33703613281228,0.0,0.0,0.0,0.0,0.0
2002,120310101000111.0,55.95210218215347,37.34802246093727,0.0,0.0,0.0,0.0,0.0
2003,120310101000112.0,55.9459376056224,37.33703613281228,0.0,0.0,0.0,0.0,0.0
2004,120310101000113.0,55.9459376056224,37.34802246093727,0.0,0.0,0.0,1.0,2.0
2005,120310101000120.0,55.939772043469915,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2006,120310101000121.0,55.939772043469915,37.32604980468727,0.0,0.0,0.0,0.0,0.0
2007,120310101000130.0,55.939772043469915,37.33703613281228,0.0,0.0,0.0,0.0,0.0
2008,120310101000131.0,55.939772043469915,37.34802246093727,0.0,0.0,0.0,1.0,2.0
2009,120310101000133.0,55.933605495608134,37.34802246093727,0.0,0.0,0.0,0.0,1.0
2010,120310101000300.0,55.92743796194925,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2011,120310101000302.0,55.921269442405475,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2012,120310101000323.0,55.90892944531219,37.32604980468727,0.0,0.0,0.0,0.0,0.0
2013,120310101000332.0,55.90892944531219,37.33703613281228,0.0,0.0,0.0,0.0,0.0
2014,120310101001111.0,55.95210218215347,37.43591308593729,0.0,0.0,0.0,0.0,0.0
2015,120310101001201.0,55.92743796194925,37.36999511718728,0.0,0.0,0.0,0.0,0.0
2016,120310101001203.0,55.921269442405475,37.36999511718728,0.0,0.0,0.0,0.0,0.0
2017,120310101001210.0,55.92743796194925,37.38098144531227,0.0,0.0,1.0,1.0,1.0
2018,120310101001212.0,55.921269442405475,37.38098144531227,0.0,0.0,0.0,1.0,1.0
2019,120310101001213.0,55.921269442405475,37.39196777343729,0.0,0.0,0.0,1.0,1.0
2020,120310101001220.0,55.915099936889035,37.35900878906229,0.0,0.0,0.0,0.0,0.0
2021,120310101001222.0,55.90892944531219,37.35900878906229,0.0,0.0,0.0,0.0,0.0
2022,120310101001223.0,55.90892944531219,37.36999511718728,0.0,0.0,0.0,0.0,2.0
2023,120310101001231.0,55.915099936889035,37.39196777343729,0.0,0.0,0.0,1.0,1.0
2024,120310101001232.0,55.90892944531219,37.38098144531227,0.0,0.0,3.0,6.0,10.0
2025,120310101001233.0,55.90892944531219,37.39196777343729,0.0,0.0,1.0,4.0,9.0
2026,120310101001302.0,55.921269442405475,37.40295410156228,0.0,0.0,0.0,0.0,0.0
2027,120310101001303.0,55.921269442405475,37.41394042968728,0.0,0.0,0.0,0.0,0.0
2028,120310101001311.0,55.92743796194925,37.43591308593729,0.0,0.0,0.0,0.0,0.0
2029,120310101001313.0,55.921269442405475,37.43591308593729,0.0,0.0,0.0,0.0,0.0
2030,120310101001320.0,55.915099936889035,37.40295410156228,0.0,0.0,0.0,0.0,0.0
2031,120310101001321.0,55.915099936889035,37.41394042968728,0.0,0.0,0.0,0.0,0.0
2032,120310101001322.0,55.90892944531219,37.40295410156228,0.0,0.0,0.0,0.0,0.0
2033,120310101001323.0,55.90892944531219,37.41394042968728,0.0,0.0,0.0,0.0,0.0
2034,120310101002000.0,55.90275796758725,37.27111816406227,0.0,0.0,0.0,0.0,0.0
2035,120310101002001.0,55.90275796758725,37.28210449218729,0.0,0.0,0.0,0.0,0.0
2036,120310101002002.0,55.896585503626554,37.27111816406227,0.0,0.0,0.0,0.0,0.0
2037,120310101002003.0,55.896585503626554,37.28210449218729,0.0,0.0,0.0,0.0,0.0
2038,120310101002011.0,55.90275796758725,37.30407714843729,0.0,0.0,0.0,0.0,0.0
2039,120310101002012.0,55.896585503626554,37.29309082031227,0.0,0.0,0.0,0.0,0.0
2040,120310101002013.0,55.896585503626554,37.30407714843729,0.0,0.0,0.0,0.0,0.0
2041,120310101002020.0,55.89041205334245,37.27111816406227,0.0,0.0,0.0,0.0,0.0
2042,120310101002021.0,55.89041205334245,37.28210449218729,0.0,0.0,0.0,0.0,0.0
2043,120310101002022.0,55.88423761664735,37.27111816406227,0.0,0.0,0.0,0.0,0.0
2044,120310101002031.0,55.89041205334245,37.30407714843729,0.0,0.0,0.0,0.0,0.0
2045,120310101002101.0,55.90275796758725,37.32604980468727,0.0,0.0,0.0,0.0,0.0
2046,120310101002110.0,55.90275796758725,37.33703613281228,0.0,0.0,0.0,0.0,0.0
2047,120310101002111.0,55.90275796758725,37.34802246093727,0.0,0.0,0.0,0.0,0.0
2048,120310101002113.0,55.896585503626554,37.34802246093727,0.0,0.0,0.0,0.0,0.0
2049,120310101002120.0,55.89041205334245,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2050,120310101002130.0,55.89041205334245,37.33703613281228,0.0,0.0,0.0,0.0,0.0
2051,120310101002131.0,55.89041205334245,37.34802246093727,0.0,0.0,0.0,0.0,0.0
2052,120310101002200.0,55.87806219345366,37.27111816406227,0.0,0.0,0.0,0.0,0.0
2053,120310101002211.0,55.87806219345366,37.30407714843729,0.0,0.0,0.0,0.0,0.0
2054,120310101002300.0,55.87806219345366,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2055,120310101002302.0,55.87188578367384,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2056,120310101002303.0,55.87188578367384,37.32604980468727,0.0,0.0,0.0,0.0,0.0
2057,120310101002321.0,55.86570838722038,37.32604980468727,0.0,0.0,0.0,0.0,0.0
2058,120310101002322.0,55.85953000400579,37.31506347656228,0.0,0.0,0.0,0.0,0.0
2059,120310101002323.0,55.85953000400579,37.32604980468727,0.0,0.0,0.0,0.0,0.0
2060,120310101002333.0,55.85953000400579,37.34802246093727,0.0,0.0,4.0,20.0,33.0
2061,120310101003000.0,55.90275796758725,37.35900878906229,0.0,0.0,0.0,0.0,0.0
2062,120310101003001.0,55.90275796758725,37.36999511718728,0.0,0.0,0.0,0.0,8.0
2063,120310101003002.0,55.896585503626554,37.35900878906229,0.0,0.0,0.0,0.0,0.0
2064,120310101003003.0,55.896585503626554,37.36999511718728,0.0,0.0,0.0,0.0,1.0
2065,120310101003010.0,55.90275796758725,37.38098144531227,0.0,3.0,9.0,9.0,18.0
2066,120310101003011.0,55.90275796758725,37.39196777343729,0.0,1.0,7.0,15.0,28.0
2067,120310101003012.0,55.896585503626554,37.38098144531227,0.0,0.0,1.0,14.0,24.0
2068,120310101003013.0,55.896585503626554,37.39196777343729,0.0,9.0,20.0,23.0,30.0
2069,120310101003020.0,55.89041205334245,37.35900878906229,0.0,0.0,0.0,0.0,0.0
2070,120310101003021.0,55.89041205334245,37.36999511718728,0.0,0.0,0.0,0.0,0.0
2071,120310101003022.0,55.88423761664735,37.35900878906229,0.0,0.0,0.0,0.0,0.0
2072,120310101003023.0,55.88423761664735,37.36999511718728,0.0,0.0,0.0,0.0,0.0
2073,120310101003030.0,55.89041205334245,37.38098144531227,0.0,0.0,0.0,5.0,14.0
2074,120310101003031.0,55.89041205334245,37.39196777343729,0.0,3.0,9.0,18.0,26.0
2075,120310101003032.0,55.88423761664735,37.38098144531227,0.0,0.0,0.0,0.0,4.0
2076,120310101003033.0,55.88423761664735,37.39196777343729,0.0,0.0,2.0,5.0,9.0
2077,120310101003100.0,55.90275796758725,37.40295410156228,0.0,0.0,0.0,3.0,10.0
2078,120310101003101.0,55.90275796758725,37.41394042968728,0.0,0.0,0.0,0.0,0.0
2079,120310101003102.0,55.896585503626554,37.40295410156228,0.0,0.0,7.0,11.0,21.0
2080,120310101003103.0,55.896585503626554,37.41394042968728,0.0,0.0,0.0,0.0,1.0
2081,120310101003110.0,55.90275796758725,37.42492675781228,0.0,0.0,0.0,0.0,0.0
2082,120310101003111.0,55.90275796758725,37.43591308593729,0.0,0.0,0.0,0.0,0.0
2083,120310101003112.0,55.896585503626554,37.42492675781228,0.0,0.0,0.0,0.0,0.0
2084,120310101003113.0,55.896585503626554,37.43591308593729,0.0,0.0,0.0,0.0,0.0
2085,120310101003120.0,55.89041205334245,37.40295410156228,0.0,0.0,2.0,10.0,22.0
2086,120310101003121.0,55.89041205334245,37.41394042968728,0.0,0.0,0.0,3.0,5.0
2087,120310101003122.0,55.88423761664735,37.40295410156228,0.0,3.0,5.0,6.0,9.0
2088,120310101003123.0,55.88423761664735,37.41394042968728,0.0,0.0,3.0,3.0,5.0
2089,120310101003130.0,55.89041205334245,37.42492675781228,0.0,0.0,0.0,0.0,0.0
2090,120310101003131.0,55.89041205334245,37.43591308593729,0.0,0.0,0.0,0.0,0.0
2091,120310101003132.0,55.88423761664735,37.42492675781228,0.0,0.0,0.0,0.0,3.0
2092,120310101003133.0,55.88423761664735,37.43591308593729,0.0,0.0,0.0,0.0,17.0
2093,120310101003200.0,55.87806219345366,37.35900878906229,0.0,0.0,0.0,0.0,0.0
2094,120310101003201.0,55.87806219345366,37.36999511718728,0.0,0.0,0.0,0.0,0.0
2095,120310101003203.0,55.87188578367384,37.36999511718728,0.0,0.0,0.0,0.0,2.0
2096,120310101003211.0,55.87806219345366,37.39196777343729,0.0,0.0,0.0,0.0,1.0
2097,120310101003213.0,55.87188578367384,37.39196777343729,0.0,0.0,0.0,0.0,0.0
2098,120310101003220.0,55.86570838722038,37.35900878906229,0.0,0.0,0.0,0.0,3.0
2099,120310101003221.0,55.86570838722038,37.36999511718728,0.0,0.0,2.0,2.0,2.0
2100,120310101003222.0,55.85953000400579,37.35900878906229,0.0,0.0,2.0,10.0,32.0
2101,120310101003223.0,55.85953000400579,37.36999511718728,0.0,0.0,2.0,3.0,4.0
2102,120310101003230.0,55.86570838722038,37.38098144531227,0.0,0.0,0.0,2.0,2.0
2103,120310101003231.0,55.86570838722038,37.39196777343729,0.0,0.0,0.0,0.0,0.0
2104,120310101003232.0,55.85953000400579,37.38098144531227,0.0,0.0,0.0,2.0,2.0
2105,120310101003233.0,55.85953000400579,37.39196777343729,0.0,0.0,0.0,0.0,0.0
2106,120310101003300.0,55.87806219345366,37.40295410156228,0.0,0.0,0.0,0.0,3.0
2107,120310101003301.0,55.87806219345366,37.41394042968728,0.0,0.0,0.0,3.0,6.0
2108,120310101003302.0,55.87188578367384,37.40295410156228,0.0,0.0,0.0,0.0,0.0
2109,120310101003310.0,55.87806219345366,37.42492675781228,0.0,2.0,3.0,3.0,3.0
2110,120310101003311.0,55.87806219345366,37.43591308593729,0.0,0.0,0.0,1.0,23.0
2111,120310101003313.0,55.87188578367384,37.43591308593729,0.0,0.0,0.0,0.0,7.0
2112,120310101003320.0,55.86570838722038,37.40295410156228,0.0,0.0,0.0,0.0,1.0
2113,120310101003322.0,55.85953000400579,37.40295410156228,0.0,0.0,1.0,3.0,6.0
2114,120310101003323.0,55.85953000400579,37.41394042968728,0.0,0.0,3.0,10.0,18.0
2115,120310101003330.0,55.86570838722038,37.42492675781228,0.0,1.0,2.0,18.0,26.0
2116,120310101003331.0,55.86570838722038,37.43591308593729,0.0,1.0,19.0,26.0,32.0
2117,120310101003332.0,55.85953000400579,37.42492675781228,1.0,2.0,7.0,29.0,43.0
2118,120310101003333.0,55.85953000400579,37.43591308593729,0.0,2.0,23.0,35.0,54.0
2119,120310101010000.0,55.95210218215347,37.44689941406229,0.0,0.0,0.0,0.0,0.0
2120,120310101010001.0,55.95210218215347,37.45788574218727,0.0,0.0,0.0,0.0,0.0
2121,120310101010010.0,55.95210218215347,37.46887207031229,0.0,0.0,0.0,0.0,0.0
2122,120310101010011.0,55.95210218215347,37.47985839843728,0.0,0.0,0.0,0.0,0.0
2123,120310101010030.0,55.939772043469915,37.46887207031229,0.0,0.0,0.0,0.0,0.0
2124,120310101010031.0,55.939772043469915,37.47985839843728,0.0,0.0,0.0,0.0,0.0
2125,120310101010100.0,55.95210218215347,37.49084472656227,0.0,0.0,0.0,0.0,0.0
2126,120310101010101.0,55.95210218215347,37.50183105468728,0.0,0.0,0.0,0.0,0.0
2127,120310101010102.0,55.9459376056224,37.49084472656227,0.0,0.0,0.0,0.0,0.0
2128,120310101010103.0,55.9459376056224,37.50183105468728,0.0,0.0,0.0,0.0,0.0
2129,120310101010110.0,55.95210218215347,37.51281738281227,0.0,0.0,0.0,0.0,0.0
2130,120310101010111.0,55.95210218215347,37.52380371093729,0.0,0.0,0.0,0.0,0.0
2131,120310101010112.0,55.9459376056224,37.51281738281227,0.0,0.0,0.0,0.0,0.0
2132,120310101010113.0,55.9459376056224,37.52380371093729,0.0,0.0,0.0,0.0,2.0
2133,120310101010120.0,55.939772043469915,37.49084472656227,0.0,0.0,0.0,0.0,0.0
2134,120310101010121.0,55.939772043469915,37.50183105468728,0.0,0.0,0.0,0.0,0.0
2135,120310101010122.0,55.933605495608134,37.49084472656227,0.0,0.0,0.0,0.0,0.0
2136,120310101010123.0,55.933605495608134,37.50183105468728,0.0,0.0,0.0,0.0,0.0
2137,120310101010130.0,55.939772043469915,37.51281738281227,0.0,0.0,0.0,0.0,0.0
2138,120310101010131.0,55.939772043469915,37.52380371093729,0.0,0.0,0.0,0.0,2.0
2139,120310101010132.0,55.933605495608134,37.51281738281227,0.0,0.0,0.0,0.0,0.0
2140,120310101010133.0,55.933605495608134,37.52380371093729,0.0,0.0,0.0,0.0,0.0
2141,120310101010202.0,55.921269442405475,37.44689941406229,0.0,0.0,0.0,0.0,0.0
2142,120310101010211.0,55.92743796194925,37.47985839843728,0.0,0.0,0.0,0.0,0.0
2143,120310101010221.0,55.915099936889035,37.45788574218727,0.0,0.0,0.0,0.0,0.0
2144,120310101010223.0,55.90892944531219,37.45788574218727,0.0,0.0,0.0,0.0,0.0
2145,120310101010230.0,55.915099936889035,37.46887207031229,0.0,0.0,0.0,0.0,0.0
2146,120310101010231.0,55.915099936889035,37.47985839843728,0.0,0.0,0.0,0.0,0.0
2147,120310101010232.0,55.90892944531219,37.46887207031229,0.0,0.0,0.0,0.0,0.0
2148,120310101010233.0,55.90892944531219,37.47985839843728,0.0,0.0,0.0,0.0,0.0
2149,120310101010300.0,55.92743796194925,37.49084472656227,0.0,0.0,0.0,0.0,0.0
2150,120310101010301.0,55.92743796194925,37.50183105468728,0.0,0.0,0.0,0.0,0.0
2151,120310101010311.0,55.92743796194925,37.52380371093729,0.0,0.0,0.0,0.0,2.0
2152,120310101010312.0,55.921269442405475,37.51281738281227,0.0,0.0,0.0,0.0,0.0
2153,120310101010313.0,55.921269442405475,37.52380371093729,0.0,0.0,0.0,2.0,2.0
2154,120310101010320.0,55.915099936889035,37.49084472656227,0.0,0.0,0.0,0.0,0.0
2155,120310101010322.0,55.90892944531219,37.49084472656227,0.0,0.0,0.0,0.0,0.0
2156,120310101011012.0,55.9459376056224,37.55676269531228,0.0,0.0,1.0,1.0,1.0
2157,120310101011020.0,55.939772043469915,37.53479003906227,0.0,0.0,2.0,2.0,3.0
2158,120310101011021.0,55.939772043469915,37.54577636718729,0.0,0.0,1.0,7.0,11.0
2159,120310101011022.0,55.933605495608134,37.53479003906227,0.0,0.0,0.0,0.0,3.0
2160,120310101011023.0,55.933605495608134,37.54577636718729,0.0,1.0,1.0,9.0,11.0
2161,120310101011030.0,55.939772043469915,37.55676269531228,0.0,0.0,5.0,8.0,9.0
2162,120310101011032.0,55.933605495608134,37.55676269531228,2.0,3.0,6.0,8.0,8.0
2163,120310101011132.0,55.933605495608134,37.60070800781229,0.0,0.0,0.0,0.0,0.0
2164,120310101011133.0,55.933605495608134,37.61169433593728,0.0,0.0,0.0,0.0,0.0
2165,120310101011200.0,55.92743796194925,37.53479003906227,0.0,0.0,2.0,5.0,5.0
2166,120310101011201.0,55.92743796194925,37.54577636718729,0.0,2.0,3.0,4.0,13.0
2167,120310101011203.0,55.921269442405475,37.54577636718729,0.0,0.0,6.0,11.0,13.0
2168,120310101011212.0,55.921269442405475,37.55676269531228,0.0,2.0,5.0,5.0,8.0
2169,120310101011220.0,55.915099936889035,37.53479003906227,0.0,0.0,1.0,35.0,37.0
2170,120310101011221.0,55.915099936889035,37.54577636718729,0.0,2.0,5.0,29.0,44.0
2171,120310101011223.0,55.90892944531219,37.54577636718729,0.0,0.0,34.0,39.0,49.0
2172,120310101011230.0,55.915099936889035,37.55676269531228,0.0,1.0,1.0,8.0,12.0
2173,120310101011232.0,55.90892944531219,37.55676269531228,0.0,1.0,4.0,6.0,20.0
2174,120310101011233.0,55.90892944531219,37.56774902343727,0.0,0.0,2.0,10.0,13.0
2175,120310101011310.0,55.92743796194925,37.60070800781229,0.0,0.0,0.0,0.0,0.0
2176,120310101011311.0,55.92743796194925,37.61169433593728,0.0,0.0,0.0,0.0,0.0
2177,120310101011313.0,55.921269442405475,37.61169433593728,0.0,0.0,0.0,0.0,0.0
2178,120310101012000.0,55.90275796758725,37.44689941406229,0.0,0.0,0.0,0.0,0.0
2179,120310101012001.0,55.90275796758725,37.45788574218727,0.0,0.0,0.0,0.0,0.0
2180,120310101012002.0,55.896585503626554,37.44689941406229,0.0,0.0,0.0,0.0,0.0
2181,120310101012003.0,55.896585503626554,37.45788574218727,0.0,0.0,0.0,0.0,0.0
2182,120310101012010.0,55.90275796758725,37.46887207031229,0.0,0.0,0.0,0.0,0.0
2183,120310101012011.0,55.90275796758725,37.47985839843728,0.0,0.0,0.0,0.0,0.0
2184,120310101012012.0,55.896585503626554,37.46887207031229,0.0,0.0,0.0,0.0,0.0
2185,120310101012013.0,55.896585503626554,37.47985839843728,0.0,0.0,0.0,0.0,0.0
2186,120310101012020.0,55.89041205334245,37.44689941406229,0.0,0.0,0.0,0.0,0.0
2187,120310101012021.0,55.89041205334245,37.45788574218727,0.0,0.0,0.0,0.0,0.0
2188,120310101012022.0,55.88423761664735,37.44689941406229,0.0,0.0,17.0,17.0,20.0
2189,120310101012023.0,55.88423761664735,37.45788574218727,0.0,0.0,0.0,17.0,19.0
2190,120310101012030.0,55.89041205334245,37.46887207031229,0.0,0.0,0.0,0.0,0.0
2191,120310101012031.0,55.89041205334245,37.47985839843728,0.0,0.0,0.0,0.0,1.0
2192,120310101012113.0,55.896585503626554,37.52380371093729,0.0,0.0,3.0,8.0,13.0
2193,120310101012122.0,55.88423761664735,37.49084472656227,0.0,2.0,8.0,11.0,16.0
2194,120310101012131.0,55.89041205334245,37.52380371093729,3.0,5.0,11.0,15.0,31.0
2195,120310101012132.0,55.88423761664735,37.51281738281227,1.0,1.0,8.0,17.0,32.0
2196,120310101012133.0,55.88423761664735,37.52380371093729,1.0,3.0,10.0,23.0,36.0
2197,120310101012200.0,55.87806219345366,37.44689941406229,0.0,3.0,20.0,20.0,20.0
2198,120310101012201.0,55.87806219345366,37.45788574218727,0.0,0.0,0.0,22.0,22.0
2199,120310101012202.0,55.87188578367384,37.44689941406229,0.0,0.0,1.0,4.0,8.0
2200,120310101012203.0,55.87188578367384,37.45788574218727,0.0,0.0,2.0,4.0,13.0
2201,120310101012210.0,55.87806219345366,37.46887207031229,1.0,1.0,1.0,3.0,10.0
2202,120310101012211.0,55.87806219345366,37.47985839843728,0.0,3.0,5.0,12.0,16.0
2203,120310101012212.0,55.87188578367384,37.46887207031229,0.0,3.0,6.0,10.0,17.0
2204,120310101012213.0,55.87188578367384,37.47985839843728,0.0,1.0,3.0,13.0,34.0
2205,120310101012220.0,55.86570838722038,37.44689941406229,0.0,0.0,4.0,8.0,30.0
2206,120310101012221.0,55.86570838722038,37.45788574218727,0.0,0.0,3.0,5.0,18.0
2207,120310101012222.0,55.85953000400579,37.44689941406229,0.0,5.0,10.0,14.0,44.0
2208,120310101012230.0,55.86570838722038,37.46887207031229,1.0,1.0,11.0,16.0,26.0
2209,120310101012231.0,55.86570838722038,37.47985839843728,0.0,3.0,10.0,28.0,47.0
2210,120310101012232.0,55.85953000400579,37.46887207031229,1.0,2.0,3.0,17.0,47.0
2211,120310101012233.0,55.85953000400579,37.47985839843728,0.0,7.0,26.0,41.0,53.0
2212,120310101012300.0,55.87806219345366,37.49084472656227,0.0,1.0,7.0,14.0,20.0
2213,120310101012301.0,55.87806219345366,37.50183105468728,0.0,1.0,3.0,7.0,22.0
2214,120310101012302.0,55.87188578367384,37.49084472656227,2.0,4.0,7.0,21.0,30.0
2215,120310101012303.0,55.87188578367384,37.50183105468728,0.0,1.0,3.0,15.0,28.0
2216,120310101012310.0,55.87806219345366,37.51281738281227,1.0,3.0,7.0,21.0,35.0
2217,120310101012311.0,55.87806219345366,37.52380371093729,0.0,5.0,11.0,23.0,34.0
2218,120310101012312.0,55.87188578367384,37.51281738281227,0.0,4.0,8.0,16.0,23.0
2219,120310101012313.0,55.87188578367384,37.52380371093729,0.0,3.0,7.0,13.0,38.0
2220,120310101012320.0,55.86570838722038,37.49084472656227,1.0,8.0,18.0,33.0,46.0
2221,120310101012321.0,55.86570838722038,37.50183105468728,0.0,1.0,6.0,16.0,36.0
2222,120310101012322.0,55.85953000400579,37.49084472656227,1.0,4.0,16.0,26.0,60.0
2223,120310101012323.0,55.85953000400579,37.50183105468728,0.0,2.0,9.0,21.0,32.0
2224,120310101012330.0,55.86570838722038,37.51281738281227,1.0,2.0,4.0,12.0,17.0
2225,120310101012331.0,55.86570838722038,37.52380371093729,0.0,0.0,1.0,8.0,18.0
2226,120310101012332.0,55.85953000400579,37.51281738281227,0.0,1.0,5.0,13.0,25.0
2227,120310101012333.0,55.85953000400579,37.52380371093729,1.0,1.0,3.0,7.0,13.0
2228,120310101013001.0,55.90275796758725,37.54577636718729,0.0,3.0,4.0,15.0,47.0
2229,120310101013002.0,55.896585503626554,37.53479003906227,0.0,2.0,3.0,6.0,17.0
